URL,Response Text
https://sellercentral.amazon.com/forums/t/pulling-amazon-custom-personalizatoin-data-from-orders-into-excel-or-csv-file/396539,"Handmade customization information isn’t available via API; since your listings appear to be primarily in Handmade, there’s no way for any piece of software to bring them down automatically. (Amazon Custom listings can have order customization information grabbed via API, making it at least theoretically possible for ShipStation or other software to use it.) Also - you’re making some very cool stuff."
https://sellercentral.amazon.com/forums/t/pulling-amazon-custom-personalizatoin-data-from-orders-into-excel-or-csv-file/396539,Thanks Henry! Feel free to purchase some:)
https://sellercentral.amazon.com/forums/t/pulling-amazon-custom-personalizatoin-data-from-orders-into-excel-or-csv-file/396539,"Hi all, fellow seller here who has cracked this. I have it working on my system fine and saving me hours a day (Mondays especially) I have spent about 12 months resolving this and want to role this out as a side business. We have it so it plugs straight into Adobe PS and IL to design items using all the Amazon variables. EG, we can design 20 canvases/posters in about 3 mins (previous 60), 20 return address labels in about 30 seconds (previous 20 mins) birthday banners 10 in 2 mins (previous 30) Looking to launch this as an online subscription for about £0.10-£0.12 per download sale of custom order. If people are interested, what is pricing like to you for the hours saved? There are a load more hoops to jump through for Amazon to let me do this for others (its was hard enough to do it on our own account let along others) and it is going to cost me a load more to meet Amazon security requirements. If there are people out there interested, I will continue along my journey to get it live and would love some BETA customers, if there isn’t the demand, I will simply save my time and money and continue using it for myself. If there are people interested, drop a PM and let me know volumes you do a day (only personalised) and across how many SKU’s. Cheers and happy selling and thanks for reading."
https://sellercentral.amazon.com/forums/t/pulling-amazon-custom-personalizatoin-data-from-orders-into-excel-or-csv-file/396539,"giZmoZ_n_gadgetZ_LTD: econds (previous 20 mins) birthday banners 10 in 2 mins (previous 30) Looking to launch this as an online subscription for about £0.10-£0.12 per download sale of custom order. If people are interested, We would be interested, but would not pay per download. I would pay a flat monthly fee based on my volume tier. i.e. under 100 orders is $50 a month, 1000+order is $200 a month. Obviously not exact numbers, but as an example. Too many customers cancel and rebuy to change customization or shipping speed and we would lose money paying by the download."
https://sellercentral.amazon.com/forums/t/pulling-amazon-custom-personalizatoin-data-from-orders-into-excel-or-csv-file/396539,Who is your help that does customization for you?
https://sellercentral.amazon.com/forums/t/pulling-amazon-custom-personalizatoin-data-from-orders-into-excel-or-csv-file/396539,"Thanks for the feedback and info re scales, this is something I considered. With our system able to strip out cancelled orders we wouldn’t charge for non processed sales on either structure. Do you mind me asking how many you do p/m of custom and across how many SKU’s this is either parent or child structure. Simply for research purposes to get an idea. Thanks"
https://sellercentral.amazon.com/forums/t/customizable-products-what-brand-name-should-be-used/591660,"Seems like there has been some changes since I last created a listing, or maybe you are doing something wrong. Go check this Amazon Brand Name Policy 7 Maybe you will find an answer there."
https://sellercentral.amazon.com/forums/t/customizable-products-what-brand-name-should-be-used/591660,are you adding variation on a product without having a child listing?
https://sellercentral.amazon.com/forums/t/customizable-products-what-brand-name-should-be-used/591660,"Hi, well im new to amazon seller, i have the same problem… im a little bit confuse about how it works. i want to list a tshirt custom made… like this one amazon.com Amazon.com: Custom Tshirts Design Your Own Text or Image Adult Unisex T-Shirt (Small, Black): Clothing i need to use a child list…? or made a new list…?"
https://sellercentral.amazon.com/forums/t/make-product-desription-look-good-with-pictures/627199,"I haven’t done this, but I have noticed when I go to my inventory list, there is an edit button off on the right. Clicking on this allows an edit to your item and there is a spot there where you can upload pics."
https://sellercentral.amazon.com/forums/t/make-product-desription-look-good-with-pictures/627199,Click here —> A+ Content 7 <— Click here
https://sellercentral.amazon.com/forums/t/returnless-refund-auto-issued-for-customized-product-with-reason-better-price-available/625131,"I have another problem, he ordered silver, received silver, want to return with the reason, “order Rose Gold received silver”, replied to him with the order details. 5 days later one of the “specialist” refunded the money from our account and the metric hit with that same reason without looking at everything as well as other orders with the some stupid reason and they just refund with our money. I’m so mad."
https://sellercentral.amazon.com/forums/t/returnless-refund-auto-issued-for-customized-product-with-reason-better-price-available/625131,"You don’t have to accept returns on customized products according to the page linked below. It says: Due to personal configuration, inscription, or design on these products, the third-party seller is not required to accept returns or exchanges unless the products are damaged or defective upon arrival. Amazon Return Policies You also do not have to be subject to automatic returns. You should look into opting out of this if you are. Does that customer have to type their customization before purchasing? Or do they just make the purchase then message you with customization? The listing should have customization options on it to be eligible for no refunds I believe."
https://sellercentral.amazon.com/forums/t/amazon-did-not-pay/635548,Did you key in the tracking number when you confirmed shipped?
https://sellercentral.amazon.com/forums/t/amazon-did-not-pay/635548,Yes. I did.
https://sellercentral.amazon.com/forums/t/amazon-did-not-pay/635548,You only get paid every two weeks You may also be on a reserve Do you know how Amazon works? Have you completed Seller University?
https://sellercentral.amazon.com/forums/t/amazon-did-not-pay/635548,"If you purchased no shipping thru Amazon, Amazon deducted no shipping from the transaction. We find that when there is no media available, if we back out of the buy shipping transaction and re-enter, it will display."
https://sellercentral.amazon.com/forums/t/amazon-did-not-pay/635548,So what should I do at this stage to get paid?
https://sellercentral.amazon.com/forums/t/amazon-did-not-pay/635548,When was the sale and when is your normal deposit date from Amazon?
https://sellercentral.amazon.com/forums/t/amazon-did-not-pay/635548,"@cunhac, when you say “get paid,” do you mean funds credited to your Amazon account, or funds disbursed from your Amazon account to your bank account? Once you confirmed shipping with the correct tracking number, your remaining funds from the sale should have been credited to your Amazon account. If you owe Amazon any money for shipping, fees, etc, then Amazon will deduct those from your Amazon account before disbursing remaining funds (if any). Amazon will also withhold some funds from disbursement in case of returns/refunds or chargebacks (called the unavailable balance). Can you please clarify the problem?"
https://sellercentral.amazon.com/forums/t/amazon-did-not-pay/635548,I just received my bi-weekly payment. Only one item was listed and not the more expensive item to which I refer.
https://sellercentral.amazon.com/forums/t/amazon-did-not-pay/635548,Post a screenshot of this page https://sellercentral.amazon.com/payments/reports/statement/details 3?encoding=UTF8&ref=xx_payments_dnav_xx
https://sellercentral.amazon.com/forums/t/amazon-did-not-pay/635548,You would like me to insert that post for the current period? It is currently 0. Or for the period in question?
https://sellercentral.amazon.com/forums/t/amazon-did-not-pay/635548,The sale does not even show up in the reports (sales) when I put in the order #. Nor in the transactions search. I would think that if they were holding back funds it would show in my reports.
https://sellercentral.amazon.com/forums/t/amazon-did-not-pay/635548,"Was this an invoiced order ? If you go to Orders , Manage Orders , Shipped . does it show there ?"
https://sellercentral.amazon.com/forums/t/amazon-did-not-pay/635548,Yes. It shows my shipment including the tracking information I used when I confirmed shipment.
https://sellercentral.amazon.com/forums/t/amazon-did-not-pay/635548,"@cunhac, in every spot you have reviewed, did you ensure that the date range view was correct? And if you say yes…it might be time to open a case with Seller Support. We’re your fellow Sellers, so we’re limited in how we can troubleshoot these aspects of your account, to just asking questions."
https://sellercentral.amazon.com/forums/t/amazon-did-not-pay/635548,"cunhac: Yes. Were you responding “yes” to This-N-That’s question of whether this was an invoiced order? Amazon gives some buyers the option to pay 30 days after purchase (called an “Invoiced order”) and you don’t get paid, until Amazon collects the money from the buyer. It shows my shipment including the tracking information I used when I confirmed shipment. When you use words like “It”, we don’t always know what “it” you are referring to. Where do you see your tracking information? It sounds like you are saying that the order shows up when you enter the order number in this box - But not when you enter the order number in the transaction search - If that’s what you’re saying, then try changing the “Account Type” drop-down to Invoiced Orders - You might have to change the Settlement Period box to reflect the correct date too."
https://sellercentral.amazon.com/forums/t/amazon-did-not-pay/635548,I would like to thank everyone on this forum for their helpful advice. Some of you suggested that this may have been a buyer that had an agreement with Amazon to be invoiced. I have an fact found the information in the deferred payment section.with an invoice payment date of June 11. I appreciate the time that everyone took to help me. This is my first invoice sale ever. And I have learned some new tricks for the future. Thanks again everyone.
https://sellercentral.amazon.com/forums/t/total-bs-listing-removed-for-being-used-and-sold-as-new/533346,CalliopeDesigns: customer filed a complaint that I was selling an item as used when in FACT it is brand new! Now I’m being told to file a POA Happens every friggin’ day. all the while amazon turns a blind eye to chinese knockoffs and new ( Just Launched) scammers and sellers that buy Amazon Liquidation Junk and resell it as New in FBA.
https://sellercentral.amazon.com/forums/t/total-bs-listing-removed-for-being-used-and-sold-as-new/533346,"Had the same issue recently with a very popular product. I buy the item through Bed, Bath and Beyond in bulk and personalize it at my warehouse location. Amazon would not accept the Bed, Bath and Beyond receipts (even though most buyers would not spend $5,200 at BBB) and removed the product and gave me a nice big red exclamation point under Product Condition Customer Complaints for the next 6 months."
https://sellercentral.amazon.com/forums/t/total-bs-listing-removed-for-being-used-and-sold-as-new/533346,"The only way to change it is by bringing it to Amazon’s attention over and over again. Any change will be gradual, but major issues have been addressed by Amazon over the years due to complaints. So it can happen."
https://sellercentral.amazon.com/forums/t/total-bs-listing-removed-for-being-used-and-sold-as-new/533346,"CalliopeDesigns: To make this even more a total load of BS, after filing a POA with detail, photos and invoices, Amazon is asking for us to file a more detailed POA. Yes, it is indeed BS when a completely unqualified buyer lobs unfounded claims that hurt legitimate businesses. Unfortunately with FBA, Amazon is often to blame. This is why I prefer all returns to go through my company and not processed by incompetent Amazon employees. Regardless, you need to provide a POA. Though you may not be guilty, one almost has to file a POA as if you were guilty. If FBA, you may want to recall inventory to make sure Amazon is not trying to resell used/damaged items. If FBM, do the same - evaluate all product to ensure all are indeed new. There’s many threads on this forum that go into detail on how to respond to used sold as new complaints."
https://sellercentral.amazon.com/forums/t/total-bs-listing-removed-for-being-used-and-sold-as-new/533346,I’m totally guilty of any accusation until I prove myself not guilty.
https://sellercentral.amazon.com/forums/t/total-bs-listing-removed-for-being-used-and-sold-as-new/533346,"To Amazon, all sellers are guilty. It sux, but don’t take it personally as you jump through their lame hoops so that you can get back to selling."
https://sellercentral.amazon.com/forums/t/total-bs-listing-removed-for-being-used-and-sold-as-new/533346,"CalliopeDesigns: I’m the owner, manufacturer and sole distributor of my own line of Christmas ornaments that are personalized by hand. How does that statement somehow preclude the possibility of selling a used item? CalliopeDesigns: a customer filed a complaint that I was selling an item as used when in FACT it is brand new! Now I’m being told to file a POA for something that isn’t even true! So what is the problem? I suggest that you act like a professional and treat the issue as a possibility and consider this an opportunity to craft new and better policies which will prevent issues like this in the future. CalliopeDesigns: Legal action? On what grounds?"
https://sellercentral.amazon.com/forums/t/total-bs-listing-removed-for-being-used-and-sold-as-new/533346,"Even though you are the manufacturer of the product, it is still feasible that a used item may have been sent to a customer (not saying it happened, but it is a possibility). The_Sawle_Mill: consider this an opportunity to craft new and better policies which will prevent issues like this in the future. I agree with this. Though it’s a poor situation, this is a good opportunity to review your processes and see what could possibly be improved upon. One thing I can guarantee you is that you will not win if your argument is “customer lied, we never send used items”."
https://sellercentral.amazon.com/forums/t/total-bs-listing-removed-for-being-used-and-sold-as-new/533346,"I do not wish to derail the OP’s issue, but to address yours, receipts are not invoices and this is why they were not accepted. Instead of purchasing in bulk from BBB, try contacting them as a business or a manufacturer so that you can properly purchase items to sell on Amazon with invoices."
https://sellercentral.amazon.com/forums/t/total-bs-listing-removed-for-being-used-and-sold-as-new/533346,"Because I’m the owner of the brand, all items I sell are brand new. I do not buy used ornaments and resell them. They all are unwrapped, then personalized. Thus every item I sell is brand new. I’m acting professional. How am I supposed to create policies to prevent something that never happened to begin with? It’s insane. I’m not a lawyer, I have no idea what to do. I’m asking for suggestions from sellers for recourse. This is an unfair situation for many legitimate sellers. I have no clue if there is any legal action that can be taken."
https://sellercentral.amazon.com/forums/t/total-bs-listing-removed-for-being-used-and-sold-as-new/533346,"CalliopeDesigns: I do not buy used ornaments and resell them. They all are unwrapped, then personalized. Thus every item I sell is brand new. That your products are brand new is certainly debatable. In some jurisdiction, you would need to sell them as reconditioned or repurposed, depending on your exact customization. Sorry, you are definitely not the manufacturer. If I were the actual manufacturer of the product you repurpose, I would probably take issue with your claim of new. What you are doing is like buying a new Harley Davidson, customizing it and then trying to pass it off as new bike, rather than a custom bike, even though you aren’t a Harley dealer and you have voided the bike’s warranty."
https://sellercentral.amazon.com/forums/t/total-bs-listing-removed-for-being-used-and-sold-as-new/533346,"No, I’m like Harley Davidson applying custom paint for the buyer. I don’t buy the Harley new, then paint it and pass it off as new."
https://sellercentral.amazon.com/forums/t/total-bs-listing-removed-for-being-used-and-sold-as-new/533346,I’m the manufacturer and the personalizer.
https://sellercentral.amazon.com/forums/t/total-bs-listing-removed-for-being-used-and-sold-as-new/533346,"This happened to us too. We fabricate our own items from raw material, then engrave them. We went through every single return request, negative feedback, negative review and email for the year leading up to the deactivation. We compiled a list of complaints and causes. Most were not our fault, and they were errors in birthdates, names, etc typed by customer for their personalization. Even though, these instances were not our fault, we tried to think of ways to “help the customer along” during the ordering process and included this in our POA. Our PA was accepted, but we still get return requests for “missing parts of accessories”, “defective/damaged item”, “product damaged”. Every morning I come to work anxious about a little red flag that may pop up on our account Please feel free to message us if you need help with the POA. I know it is a scary situation, that we have been through already."
https://sellercentral.amazon.com/forums/t/total-bs-listing-removed-for-being-used-and-sold-as-new/533346,"Any update on what happened? I have a variation on an ASIN that is currently removed for 1 complaint as supposedly used being sold as new. I wish I could respond by attacking the ridiculousness of the claim, but I’m guessing I need to submit a POA that includes some made up idea of how we’ll ensure it’ll never happen again. If only it were possible to resell personalized jewelry with THREE names engraved onto it"
https://sellercentral.amazon.com/forums/t/total-bs-listing-removed-for-being-used-and-sold-as-new/533346,"Since the busy season just ended, I’m currently creating a new POA. Im currently researching forums and have found many folks in the same boat, and no answers to the issue being solved."
https://sellercentral.amazon.com/forums/t/total-bs-listing-removed-for-being-used-and-sold-as-new/533346,"Just got my 6 ASIN’s reactivated! Not though filing appeal though. I reached out a few weeks ago to the amazon officials who helped me get on amazon custom years ago. Finally got a call back and explained the situation. That’s my story! But in the midst of the conversation with amazon custom, we discussed the nuances of amazon custom vs their normal sales channel. So the issue has been addressed and I’m sure they will amend their “used as new” product reporting policy to work better with amazon custom. Thanks everyone for their help @Rossi_Engraving"
https://sellercentral.amazon.com/forums/t/total-bs-listing-removed-for-being-used-and-sold-as-new/533346,"It’s absolutely insane that Amazon essentially crowdsources its seller verification. The fact that another individual can potentially deep six one of your listings (including intentionally) is ludicrous. In cases where the customer believes the product received differs from what was ordered, they should have to first pursue an all expenses paid return before being allowed to file such an allegation. It costs the customer next to nothing to make the claim, it can cost sellers hours, days, or longer to defend themselves."
https://sellercentral.amazon.com/forums/t/total-bs-listing-removed-for-being-used-and-sold-as-new/533346,"I have had this happen as well for personalized products. Amazon needs to separate the standard Amazon policies from the Amazon Custom policies because the standard policies aren’t accounting for user input error for customer items. Amazon also doesn’t have Amazon Custom specific choices when filing a return request (they did for a month or so last year) so customers select the wrong options like defective, missing pieces, etc. I have contacted the Amazon Custom team and they said they might consider the change in the future, but there are no plans to right now. I think the best thing to do is to have more people write in and explain why it is a unique situation for Amazon Custom sellers. Good luck with your POA!"
https://sellercentral.amazon.com/forums/t/new-custom-seller-listing-experience-live/621921,"I got the same email, I emailed support as I don’t see the changes either. They said it is being rolled out to sellers. So why send the email saying it’s live??? SO ANNOYING. I have so many listings I need to get up but now holding off until the new changes show."
https://sellercentral.amazon.com/forums/t/new-custom-seller-listing-experience-live/621921,"Kind of off topic, but has anyone in the thread gotten the customizer to work consistently? We’re trying to list simple customized products, mostly mugs, mouse pads, etc. But we’ve had zero success creating listing with both Image and Text customizations. We’ve seen plenty of other sellers listings doing the exact same thing we’re trying to do, so we know it’s possible, but we can’t figure out how to do both options on one listing. Seems like once we choose either Image or Text for the first Surface/Customization, we can add more surfaces, but they all have to be set to whatever the first choice was. Thanks for any input/advice."
https://sellercentral.amazon.com/forums/t/new-custom-seller-listing-experience-live/621921,NOPE!! I am hoping these new changes will address these issues as it is so frustrating.
https://sellercentral.amazon.com/forums/t/new-custom-seller-listing-experience-live/621921,"Agreed. Just so strange that i clearly works for some sellers but not for others. I guess I’ll just have to put my listings up with either one or the other options and hope it gets fixed eventually. I guess I could open a ticket, but as this is a know issue I doubt they’d have time to respond. Thanks and good luck (we’ll need it)"
https://sellercentral.amazon.com/forums/t/new-custom-seller-listing-experience-live/621921,"Thanks for the responses. I got the same answer from seller support as a4x4. The new features are live, but are rolling out slowly and and the new features should be available in “the following weeks” Would have been much more helpful to have gotten the email when they were actually available."
https://sellercentral.amazon.com/forums/t/unable-to-use-amazon-custom-in-amazon-handmade/630547,It is in beta testing.
https://sellercentral.amazon.com/forums/t/usps-isnt-showing-up/623197,Mine 45000 orders are the same…
https://sellercentral.amazon.com/forums/t/usps-isnt-showing-up/623197,"KaJa Change your handling time, apparently Amazon doesn’t think that USPS can get the package there on time… Add 5 or 10 days to your handling time , that will get you the rates you’re looking for… You can always ship immediately… This just gives you a little bit of wiggle room, which you might need depending on where your shipping to??? There can be issues with delivery streams throughout the year, because of natural disasters, weather related incidents, Etc… And it doesn’t seem to be affecting my sales, I think most of them give me a latency of five to seven days depending on the size of the book… They all seem to be delivered on time, or no one is complaining, although book buyers are usually a little bit more rational… Then some of the book shopping on Amazon… Good luck, you can always go outside and purchase postage elsewhere, pirate ship might work , you just don’t have the Amazon Kool-Aid a-to-z protection… Which in all my years here I have never actually needed to use??"
https://sellercentral.amazon.com/forums/t/usps-isnt-showing-up/623197,There may have been a glitch last night. I am seeing USPS this morning.
https://sellercentral.amazon.com/forums/t/efficient-way-to-add-color-for-the-custom-text/622618,Solved by PERSONALIZE_BABY in post #2 simple as clicking enable customazation to the parent listing adding in all the colors and fonts and then editing each child for the image and text box
https://sellercentral.amazon.com/forums/t/efficient-way-to-add-color-for-the-custom-text/622618,simple as clicking enable customazation to the parent listing adding in all the colors and fonts and then editing each child for the image and text box
https://sellercentral.amazon.com/forums/t/efficient-way-to-add-color-for-the-custom-text/622618,But I have 70 child listings. It’s difficult to editing each child for the image and the text. is this the only way?
https://sellercentral.amazon.com/forums/t/efficient-way-to-add-color-for-the-custom-text/622618,"i saw there was a way to do a excell upload but only had slots for 20 colors, by me i had to put in 40 colors"
https://sellercentral.amazon.com/forums/t/how-to-close-personalized-item-return-request/565771,"Hello, I am also having a customer return a personalized product… The reason for the return is listed as “No Longer Needed” Just wondering how did you resolved your issue… Any advice on which option worked for you?"
https://sellercentral.amazon.com/forums/t/fonts-for-embriodery/590342,You will need to create tff formats if you want to use fonts in your embroidery software via graphic art designer
https://sellercentral.amazon.com/forums/t/customers-dont-replied-to-my-emails/614444,"Unfortunately there isn’t much that you can do. Here are some tips that i would suggest: Make your customization more user friendly where in the end of the customization you have everything you need to process the order Double check to make sure the messages you are sending is reaching customers. Some customers do have it block, and I belief you need to put a keyword in subject to get it through them My rule is, if you reach out to them at least 3 times, you can better cancel the order without Amazon docking your health scores Over the couple of years, we have tried reach out to about 30 customers over about 10,000 order we do a year via telephone. Although against Amazon policy, I would say 95% of the customers are glad that we called. Hope this helps"
https://sellercentral.amazon.com/forums/t/wfmoa-shopper/608837,Do you already have a seller account? You cannot open another one unless you are pre-approved by Amazon.
https://sellercentral.amazon.com/forums/t/wfmoa-shopper/608837,We are a bunch of Amazon sellers. You should ask your next higher level in your job.
https://sellercentral.amazon.com/forums/t/performance-notification-for-not-issuing-refund/527545,"Did you end up having any repercussions? We also often wait for the auto-refund (for many seller-fulfilled Prime orders with expensive outbound shipping) so as to file a SAFE-T claim and get reimbursed the 20% re-stocking fee. Never had a problem, until this morning in which we received a performance notification and the exact message you received. I read the notification, then the red flag disappeared- no action was requested from us and our metrics are still perfect. I’m just curious as to why we got this notification, and if we should expect any ramifications later on. Did it affect your metrics or buy boxes? Did you continue to wait for auto-refunds to be able to file SAFE-T claims?"
https://sellercentral.amazon.com/forums/t/performance-notification-for-not-issuing-refund/527545,"We didn’t want to risk it, so now we refund every SFP return no matter what and gave up on the SAFE-T claims. It isn’t fair, but we do not want to risk suspension over a few refunds per week."
https://sellercentral.amazon.com/forums/t/performance-notification-for-not-issuing-refund/527545,just refund at 80% and keep the restocking fee.
https://sellercentral.amazon.com/forums/t/performance-notification-for-not-issuing-refund/527545,"SPHS: We also often wait for the auto-refund (for many seller-fulfilled Prime orders with expensive outbound shipping) so as to file a SAFE-T claim and get reimbursed the 20% re-stocking fee. This always baffles me when I read that sellers do this. If a 20% restocking fee is justified, refund and withhold it! Why reward the buyer with a full refund and stick Amazon with the bill? This type of behavior is why Amazon has been tightening the screws n Safe-T claims. Do your job …and refund according to policy. Safe-T claims are only supposed to be used when Amazon does something out of policy."
https://sellercentral.amazon.com/forums/t/performance-notification-for-not-issuing-refund/527545,"Amazon auto-refunding personalized, made to order products is against their policy. Those products should only be returned if we made a mistake, not because they don’t like it anymore. That is why we wanted to submit SAFE-T claims."
https://sellercentral.amazon.com/forums/t/performance-notification-for-not-issuing-refund/527545,I was responding to @SPHS who was relying on Amazon refunding in full so as to file a claim (have amazon pay) for the 20% restocking.
https://sellercentral.amazon.com/forums/t/performance-notification-for-not-issuing-refund/527545,"The issue is that while Amazon allows a restocking fee in theory, they will not prevent a customer from opening an AtoZ unless you issue a 100% refund. So a seller has to risk the customer filing a claim to keep that 20%, which at the very least is going to lead to additional time addressing that issue, and of course, time is money."
https://sellercentral.amazon.com/forums/t/performance-notification-for-not-issuing-refund/527545,Neverwinter: they will not prevent a customer from opening an AtoZ unless you issue a 100% refund. I am aware. The buyer can also leave negative feedback
https://sellercentral.amazon.com/forums/t/performance-notification-for-not-issuing-refund/527545,"From posts on the forum, many have won A2Zs for a buyer complaining about restocking fees in an A2Z."
https://sellercentral.amazon.com/forums/t/performance-notification-for-not-issuing-refund/527545,"I get what you’re saying, and usually refund before the auto-refund kicks in. However, we have several large SFP products and when shipping for these is $50+, I find it hard to eat the cost and would expect an AZ claim if withholding that amount from the buyer’s refund. In those cases we let the auto-refund go through. You can call it the cost of doing business, but Amazon provides that option by both auto-refunding and permitting SAFE-T claims for re-stocking fees not deducted."
https://sellercentral.amazon.com/forums/t/performance-notification-for-not-issuing-refund/527545,"Doing business your way allows the buyer a full refund and Amazon pays the restocking fee via the Safe-t Claim. Buyer is rewarded. Buyer doesn’t learn. Buyer is trained they get a full refund. Amazon pays for your restocking fee The OP has a legit reason for not refunding an unsaleable customized return. Because of abuse, Amazon has taken away the auto-refund/Safe-T claim route. SPHS: we received a performance notification and the exact message you received. PoseidonBrands: we received a performance notification for not initiating a return within 2 business days. If you want the restocking fee, you have to weigh the risks of retaining it. Amazon is stating pretty plainly that they aren’t going to continue footing the bill for it. Amazon allows restocking in certain instances. If you are entitled to it, if you want it and if it is worth the risk to your business, deduct it from the refund … but don’t expect Amazon to do it for you anymore."
https://sellercentral.amazon.com/forums/t/how-to-cancel-a-shipment-from-seller-central/596801,You can’t ‘cancel’ it per se. You can only refund the order after you have confirmed the shipment.
https://sellercentral.amazon.com/forums/t/how-to-cancel-a-shipment-from-seller-central/596801,"Hover your mouse over the Orders Tab — Click on Manage Orders — on that page, click on the Shipped Tab. Then, find the order you are looking for, and click on Refund Order."
https://sellercentral.amazon.com/forums/t/futura-font-is-now-previewing-as-times-new-roman/573320,Hi! For how long has this been happening?
https://sellercentral.amazon.com/forums/t/futura-font-is-now-previewing-as-times-new-roman/573320,About a month
https://sellercentral.amazon.com/forums/t/futura-font-is-now-previewing-as-times-new-roman/573320,"Have you contacted support? If so, what have they told you? I can bring it up with the Custom Business Team, but they might require that a case be open to reach the tech team. Could you provide some screenshots of the difference between the two? Thank you!"
https://sellercentral.amazon.com/forums/t/futura-font-is-now-previewing-as-times-new-roman/573320,We have not contacted support. I will do so. Screen shots attached.
https://sellercentral.amazon.com/forums/t/futura-font-is-now-previewing-as-times-new-roman/573320,I noticed the same thing today. It seems to be different results on different browsers.
https://sellercentral.amazon.com/forums/t/futura-font-is-now-previewing-as-times-new-roman/573320,Has a case been opened about this topic?
https://sellercentral.amazon.com/forums/t/futura-font-is-now-previewing-as-times-new-roman/573320,"Please open a case, we will contact Custom Business Team to alert them of the issue as well."
https://sellercentral.amazon.com/forums/t/futura-font-is-now-previewing-as-times-new-roman/573320,"Daniela, I did open a case and this was the response. Hello from Amazon Selling Partner Support, I understand that you are concerned regarding the different font styles appearing in different browsers. Please know that this issue is not from Amazon’s end. Hence we will not be able to verify and troubleshoot this issue. To help us continually improve, we ask that you take a moment to complete our survey below to tell us about your experience with this specific interaction. Were you satisfied with the support provided? Not the response I was expecting"
https://sellercentral.amazon.com/forums/t/futura-font-is-now-previewing-as-times-new-roman/573320,"Daniela, The Case ID is 6794679451. Since there is a possibility that every custom order that we receive could have a font error, we will need to proof each and every order. How would you suggest we handle those individuals that do not reply in a timely manner to the proofs. I don’t want our account to be affected by not shipping in the correct time frame, if the fault would be a non reply by the customer. Thank you John"
https://sellercentral.amazon.com/forums/t/futura-font-is-now-previewing-as-times-new-roman/573320,"I guess we just need to start putting disclaimers in the customization part? I even uploaded a picture of what the texts should look like on the front end but customers will always say they didn’t see that. Certainly frustrating and might I add considering how large and lucrative Amazon is, the customization software is old school and lacking features. Really need to step their game up on back end features."
https://sellercentral.amazon.com/forums/t/futura-font-is-now-previewing-as-times-new-roman/573320,"It seems the issue is with Explorer specifically. I will try to contact the Business Team directly again and see if this is a known issue and if there is something that can be done, or what they recommend In general, we recommend that you fulfill orders with the information that is provided to you. I understand in this case it could potentially cause returns and it’s not the best experience, but it is your best option to maintain the health of the account. Cancelling the orders because they could be potentially incorrect would impact your metrics. I’m reaching out to Custom directly now, I’ll get back to you with further info."
